pers_id,comp_id,join_date
9b3394b3-17ab-4732-ae88-b8d1779ab902,6e891765-4cfd-435c-b5cd-2cd80ad9005b,2021-12-19
0ac0760e-95ea-4a05-97b4-3ee93e8d04a5,6e8bea4d-3243-4a31-8527-b6416d22f62d,2024-12-14
ed6cb9df-ad8e-4aee-ba2a-ec3175d86a4f,7f15fa9c-2477-4d39-b865-538c2c87e78b,2023-10-01
e4529463-5ddf-4495-a91b-43d69249f9fc,a406bc2a-c43d-4a9d-9671-d8bd64ebd720,2024-08-24
ff439621-43a7-4ca9-9f1a-71718abb8023,7e61358b-be4f-4651-939e-8786359b475e,2024-07-22
aebff841-5627-4102-8b38-f276ca59afe1,659ed910-7741-4914-bc72-a85634854b43,2020-04-20
7817789b-169c-4219-8a23-49e09977ddad,95de5e08-8775-4791-8d39-274edf4a7e7a,2023-02-19
524ec638-c281-4440-8fa5-2f22b4da21e4,e813394d-2ffb-4e41-956b-c2f0742d3fd4,2020-07-08
f5399e41-4062-431b-a7b3-af17bb6cbb85,2283af32-3c9e-46dc-8cab-d9dc8c3c4dac,2021-12-26
80645708-b2dd-4672-94fb-6e8254dc2682,ab83c279-c5ea-45df-bc67-7c049ef862bc,2022-11-19
ca1a4c2e-54ba-4a5f-89e8-7040fce6aeeb,50f4e70c-bd97-44c0-819f-505c117a8f9f,2024-03-19
da10b812-b502-4b81-b089-e613131199eb,76d72219-8a88-406e-b974-f664dfd09e74,2021-03-18
35fa7662-9b1e-4f80-91f6-d2a2511cba25,9fe64cc6-1cb0-4f07-acb2-574c1abce919,2024-02-02
341e504c-2578-4559-93db-9ed73ed9cb6f,a88a3934-fe83-4b7d-847d-371597d5c138,2023-12-10
28742440-08a9-4a71-bd5c-0b0e75a07894,d3f0925f-f1f2-40fb-a331-f377bebb7b8c,2022-01-18
2899c18d-90f8-42b4-8434-e590feb4a024,51675582-2f1c-4ec2-9465-9f52dcc78ce2,2023-06-14
c0224754-bc10-4465-91df-ef154ec3a7e8,80c1bdae-4ce3-4049-867b-8c1c123db507,2024-08-06
4abd5eb9-2efb-4ad8-833a-874de29483f7,d69f263a-037a-4d2a-86ed-23cc904b9b4e,2024-12-13
47a9aa07-8ebc-4b65-aba8-646ca030cf9b,d9af547f-a32b-4a65-99f0-c60f2bf939be,2023-12-13
17f81f17-f0dd-4628-875b-b8653e62c042,8f15817e-2253-4d5b-87de-2de1fcf882ae,2022-11-30
3bbd0359-863b-4b80-a5f2-59c53e62b2ec,49729f46-f735-4233-b946-47e19aedd05b,2020-12-08
4edc6825-97d7-4728-a673-f7a7296cbdf0,f0d874d7-7f69-475e-bb7f-e74db2bab64d,2020-10-30
168bae72-c33b-4a31-998a-af17f1da372f,708004d6-d60a-41a7-96e6-bfa833fad592,2024-04-14
02199a56-9aa0-4e68-92d7-4c2918454eb9,f56dab57-6863-4782-aca8-d112045cbe90,2024-08-13
64dfed97-1787-4ba2-9c70-67ceea33e5fe,8fb19a54-f2ff-4968-9d23-14db22078e6c,2024-08-03
68f507d6-b53a-402e-b1dc-f28161450476,7f67ac0a-b5f3-4eea-9848-12e5c7dabb1d,2021-03-05
f3a01b04-8715-497e-830f-bbcbf9598bfc,818df8e7-8b77-4eef-b679-87cddd32f161,2023-01-28
916dc0fd-db76-4275-9a6a-c760ee6a606f,322fbded-c25a-40d0-925f-c592f6ed9953,2022-10-22
aa8512fd-c2f3-4ad4-aaa7-cf2d1db7bee6,a1a0e6d1-b7fb-4f12-84ab-57fb1e3db7bd,2023-06-08
b387b78e-d1cb-4e8c-b23e-06fb735358c6,041003c3-46d3-4159-aa13-5c1bdc7cbef9,2023-04-22
8e8ebf3c-9d92-4b29-8999-88f034c8e181,6edefc1c-afb6-4676-a45d-92ead01e3d28,2020-09-15
6befa2fd-5bf3-473c-ac53-ff752160aaba,2e1bb5bb-90c4-4ba1-b3d1-bca37a08f2e9,2024-11-29
a359c47a-fc9f-4861-a3b4-c12d9c67b59f,bb4a76f6-232c-4f87-99ed-c97c7daf7098,2021-09-16
3ea08677-3bd3-4a83-b2f1-10f1573eac49,ec1bea00-fb2d-41b4-8a0d-05b95d325b1f,2023-04-11
3b3ee99f-4775-46ab-9ccd-814f1b1d7aed,a77ff05d-3034-48da-8560-d8c4360272c6,2022-11-20
698efda4-9104-4471-a190-f0cb88f45c72,2fcc71e0-c327-41a7-a2b7-c4bfc82dbc74,2021-03-25
5ad05bae-8ebc-4a71-904c-f9f5d3dcb611,e03c47c0-6d51-46d9-bf1c-b995c14c211f,2020-09-29
8fc688a3-74c6-48bd-800d-38605465ee40,2df348c0-7388-436c-813b-9ce9028a59b1,2023-01-02
73278a68-1c15-4ffb-a8dd-09acda9f0292,5b259193-8bcc-445f-a45e-fdb2f3f7164f,2021-09-01
2d9eeb6d-2145-406c-b78e-2c58b60a3e27,75516932-aeb9-4520-be06-3f0d7bdf9362,2024-08-19
573a8b47-01ff-4764-9292-c8be0fb6498f,9117847a-7868-432f-bf33-0c0fe88dd375,2023-04-20
67d71204-b594-474d-98d3-0b635737b3d5,9c0899a9-9619-4d75-9ff8-2086ffc4e9b4,2021-10-07
d085f3f0-22e7-4ee5-8397-9b06910abe02,7d6cbef9-ceea-4313-bde4-96710d22f620,2024-09-09
f398a785-1330-4d37-a286-1bbe2f77b880,611487b9-6545-443c-80b2-cee8c106f039,2022-04-29
c3968eef-d370-4e68-ba53-069bc6eb2cb2,7dbb7643-5ded-4e22-b9d6-bc6f8c0e9805,2020-10-28
a92c1dea-a25f-4043-9f17-0c8213e280d0,bc721326-e70c-466d-a753-7127613eb168,2023-05-21
6c903f25-9d2c-44ef-9067-e83db76f8e01,fca4f947-c729-4492-9f10-4f12f30657c5,2023-01-10
dcfe29db-84bf-4202-b130-920df7d83758,1fa64dc5-d6fd-40ba-922a-8ecd7665c56e,2023-03-11
539a2aaf-46e5-4d89-afd9-fca1a2d7e3e3,bec13456-2522-46e9-9f2b-6a6eaf8a7a0a,2022-05-18
5a3d91eb-79bb-416f-8e63-27e4eff68492,10ed57e1-8894-4a4a-b490-14dec43121fd,2023-08-19
8a769ebe-c6fb-4f0b-924e-6b968731f573,bc012e7e-aa1c-42ce-b5c5-4a9d23ea1b05,2023-01-13
2ea49ef9-0a30-4fd9-88e8-86e7b31cebc4,de34837b-a273-483b-a1d0-1dc2a522b926,2022-12-09
6db58ffb-7a1f-4257-ba82-205dd48892a5,4c922d58-89e1-4ea3-ac3d-ef206e0fce23,2020-05-11
5a1ba35a-39b2-47cd-98b1-954854618d81,8eb5d99f-f7ea-488c-8dcb-8ecdc7536d38,2023-01-23
652246b5-da4c-4f5a-8720-546db8b4eaac,1edc586b-9773-4e32-80ad-19583baafc99,2021-07-26
6decd964-ad1d-45c3-a0b0-54c358cad968,ad0b9a91-f836-4aa3-8e95-9df53b39ef40,2023-05-08
bbc78148-e88e-421c-a38f-9012f48af8f9,b47c0d15-b67f-4e73-bd33-565d3d14804d,2022-12-28
cb767714-dba8-4f0d-a6ef-059e9648a51b,51fb69f3-a6ce-44b0-a232-e8a05db1a070,2020-05-26
fe8bcb23-5942-4c36-a7ae-de787b50afb9,f19bf160-f895-4934-b4b2-017f1c1075f6,2023-09-08
c910e33e-9a9d-4bea-aeaa-5c083ba451ff,422ce1fc-7ac3-4475-9c89-f721b3aa6765,2023-01-12
622c0d1b-3339-4ff3-85c6-26f8f5487bfc,bc63b570-791c-424f-a48d-706aa5945a23,2020-10-25
df41bf69-dd71-4f3b-b142-f6fc82e8b876,e533626f-ec55-4988-880b-dfc614c9ce54,2023-03-07
92e55c61-74b9-4798-ae28-38d9728f7a2f,2de6ca0f-848a-4e8d-b216-20abb7c2dd44,2020-07-31
0d2fdd0e-1350-4868-b916-c93069294ee0,5c3aad84-3132-415a-859b-551149836c71,2020-10-24
a75e0bcf-c9c3-47a2-8b27-d3231d15407e,d21c33b1-f925-411b-baee-0079cfd31ad8,2020-02-18
33eaa294-ce03-4816-8ce9-acd9a8c9b32b,b63baf97-5efe-40b9-863b-bb018feb07c5,2023-03-11
71d1c176-0b68-4edd-9508-b6b1f77340db,90d5ec2f-2e73-4a47-ba3f-055751609ebb,2024-07-20
f9fa970d-1543-4f37-a89a-74bdae2eae37,fd955ba2-a687-410b-b77f-c733e67bd6e9,2022-04-17
2217897a-fa43-47fa-a255-18a3493e6e36,519cc3e2-48d4-4aac-a260-30974b5bea8e,2022-01-01
9641831a-8a2f-48b6-9bab-6d5afe72b5a9,db306993-e2d6-4293-9749-f5064e8e1e3d,2020-07-31
93ee9a4f-36eb-4d20-abcb-717928f2a759,9874ca66-002f-470e-8e28-d73eca630d53,2021-04-19
8a2078cc-ca0d-4392-b3f3-23f81de61a92,bcfd20d5-a287-489c-bf42-c08c5e266e74,2024-02-10
717a25f0-2f67-404e-8b35-1519ba2aa632,24374db0-30fd-4d5b-8da2-ac5bdf9c9eb2,2022-02-23
5ea6a869-3c15-41a6-a82b-9cff904025ee,a65c2c31-683a-4e5f-96f2-65b63a2de8c5,2023-07-19
1904ffc8-ba0a-49c0-90b8-5dc4070005f5,b8121801-150a-4995-8288-0567da770f2e,2020-12-14
079387c6-ff30-4ec6-b724-2afaddea77a8,fdb3fe94-5dae-4878-aba7-1821ed5b4308,2024-12-31
514e62f9-e41c-49c9-9d7b-398448eb0f44,2d23d44f-1c39-4850-b997-3a945c1dce9c,2020-07-11
3bef292e-991e-406d-a0d6-ac0822727ca5,7e945c9a-0d02-492a-9dce-59ee7d26866c,2023-07-27
3ef10f8b-ef8d-4e76-bd45-ed5e09be4aae,b7d58252-6899-4a8f-935f-0b4d2762e17f,2024-04-04
