comp_id,company_name,legal_form,legal_country,HQ_country,founding_date
792f76c7-e5d3-4724-9804-f711e2ca8482,Hernandez and Sons,LLC,Cocos (Keeling) Islands,Brazil,1996-06-10
ce278e90-1aac-46fe-974c-a446170d9264,Stevens Inc,PLC,Greenland,Kazakhstan,1977-09-09
cdce5eee-56e0-4ea0-9364-0d44224e7ce2,"Clark, Harris and Barrett",Ltd,Mauritius,Solomon Islands,2015-08-06
33773f52-a2c0-4c2c-bb84-09c434450361,Choi Group,PLC,Bahrain,Peru,1997-02-15
5fa10d97-6e3d-4d7b-88c2-9da1450052fd,Gonzales Ltd,Inc,Costa Rica,Gabon,2013-01-30
52c2496d-eb92-48a8-87f8-a04ae6aef33e,Miller and Sons,Group,Korea,Iraq,2023-10-06
0b8a8f10-dbd5-4dc6-91b6-bcc24bef4c2e,"Briggs, Jackson and Wright",and Sons,Ecuador,Mayotte,1980-05-31
26d8e8ce-00d3-4aa5-937a-148f59a1b271,English and Sons,PLC,Latvia,Guernsey,2020-06-19
fef38f52-1bc3-4a0c-b402-785d8fac7325,Thornton and Sons,PLC,Malaysia,Syrian Arab Republic,1995-09-09
5dfb22ed-f819-46d0-acdd-d363c000db24,"Boone, Meyer and Boyd",Ltd,India,Slovenia,1979-07-17
34055f6b-02c8-4bb7-9db8-fa0a069f14d6,"Walker, Sloan and Spence",PLC,Brunei Darussalam,Saudi Arabia,2004-05-04
7191cfb4-e7e3-455a-a760-4072d1957676,Johnson Inc,and Sons,Niue,Senegal,1983-03-16
3996b2f6-36a1-4987-9381-2fc1a07920f5,"Nelson, West and Turner",PLC,Saint Vincent and the Grenadines,Lithuania,2009-10-21
32b2b45f-32dd-45de-9d3a-d45455b99993,"Mclaughlin, Travis and Greene",and Sons,Cayman Islands,Congo,1982-08-09
df220349-b5a9-4f38-8b5e-6af0f41c5fe3,Fleming Group,Group,Sao Tome and Principe,Bermuda,2016-11-25
c50c483e-91cb-47b4-857c-23f01d096e43,Thompson PLC,LLC,Poland,Timor-Leste,2011-06-24
1eb0d38d-309a-4879-b2a0-7a8261092741,Thompson Ltd,Inc,Macao,Tanzania,1985-03-08
d5cfcae9-5f1c-4b39-b47c-fddf7197d173,Jones Ltd,LLC,Cyprus,Turkmenistan,1984-06-24
c1e6f483-054f-4e5a-85a0-2f8930a05e51,Meadows Ltd,Ltd,El Salvador,Rwanda,1981-06-19
7cff7c2d-ebb0-4bb4-ab6c-accd712afd3b,Cabrera-Hernandez,and Sons,Benin,Germany,2011-07-13
e07a301b-f384-44f0-9cae-52333488fcb8,Ferguson Group,Ltd,Montenegro,New Caledonia,1989-10-23
63655382-ad85-4573-91e9-9ee464ec4591,Cherry LLC,Group,Holy See (Vatican City State),Antigua and Barbuda,2011-12-06
057a86d3-a9cb-4acd-bd46-6134836aa2d0,Hodge-Myers,Group,Puerto Rico,Zambia,1982-07-24
f395d002-896b-4cb5-b551-87fd86eba988,"Taylor, Morton and Henderson",and Sons,Indonesia,Georgia,2008-10-24
608af5be-95fe-4eba-bc83-c3e18a72629b,Pena Group,Ltd,Cyprus,Czech Republic,1978-01-11
